date,site,lat,lon,da_raw,modis_sst,beuti,pdo,oni,sst_anom,discharge,modis_flr,pn_log,month,last_observed_da_raw,predicted_da,predicted_category,spike_probability,spike_alert,q05,q50,q95
2022-10-24,Coos Bay,43.376389,-124.237222,,8.23,-9.76,0.59,-0.83,0.01,7267.1,0.00656,2.173,10,0.3,2.73,0,0.044,False,1.86,2.73,8.48
2022-10-31,Coos Bay,43.376389,-124.237222,,8.93,-10.95,0.24,-0.51,0.22,9293.8,0.00806,3.208,10,0.3,0.0,0,0.023,False,0.0,0.0,6.89
2022-11-07,Coos Bay,43.376389,-124.237222,,8.32,-3.23,0.44,-0.38,0.53,5349.0,0.0118,3.025,11,0.3,2.56,0,0.043,False,0.14,2.56,6.29
2022-11-14,Coos Bay,43.376389,-124.237222,,8.17,-25.0,0.26,-0.62,-0.06,4023.1,0.00755,1.66,11,0.3,0.0,0,0.023,False,0.0,0.0,0.02
2022-11-21,Coos Bay,43.376389,-124.237222,,8.12,-10.31,0.37,-0.58,-0.09,5760.7,0.0052,3.024,11,0.3,2.78,0,0.045,False,0.0,2.78,4.27
2022-11-28,Coos Bay,43.376389,-124.237222,,8.01,-7.67,0.33,-0.32,-0.46,2500.0,0.00735,2.81,11,0.3,1.44,0,0.033,False,0.0,1.44,2.2
2022-12-05,Coos Bay,43.376389,-124.237222,,8.7,-2.53,0.76,-0.51,0.54,2500.0,0.0091,1.527,12,0.3,0.0,0,0.023,False,0.0,0.0,1.35
2022-12-12,Coos Bay,43.376389,-124.237222,,8.79,-8.97,0.33,-0.47,0.47,4390.1,0.01084,0.661,12,0.3,0.0,0,0.023,False,0.0,0.0,2.09
2022-12-19,Coos Bay,43.376389,-124.237222,0.93,9.3,-21.41,0.28,-0.51,0.04,5372.8,0.00576,1.653,12,0.93,0.19,0,0.024,False,0.0,0.19,0.38
2022-12-26,Coos Bay,43.376389,-124.237222,0.19,9.24,-6.82,0.39,-0.41,-0.05,3466.1,0.01981,1.479,12,0.19,0.82,0,0.028,False,0.09,0.82,2.35
2022-01-03,Copalis,47.10565,-124.1805,,10.13,-2.21,0.48,-0.67,0.49,3446.3,0.00584,0.483,1,0.0,0.49,0,0.026,False,0.22,0.49,1.23
2022-01-10,Copalis,47.10565,-124.1805,,9.69,-12.94,0.62,-0.88,-0.52,3596.4,0.00783,1.431,1,0.0,1.99,0,0.037,False,0.53,1.99,5.73
2022-01-17,Copalis,47.10565,-124.1805,,10.24,-14.0,0.18,-0.74,-0.57,3711.0,0.01488,2.856,1,0.0,0.6,0,0.027,False,0.0,0.6,2.65
2022-01-24,Copalis,47.10565,-124.1805,,10.84,1.53,0.3,-0.72,0.32,2500.0,0.00659,3.179,1,0.0,4.71,0,0.071,False,2.6,4.71,8.27
2022-01-31,Copalis,47.10565,-124.1805,1.06,10.68,10.24,0.22,-0.73,-0.25,6580.0,0.00765,2.664,1,1.06,0.0,0,0.023,False,0.0,0.0,1.67
2022-02-07,Copalis,47.10565,-124.1805,,11.43,15.05,-0.01,-0.72,0.58,2500.0,0.00706,0.903,2,1.06,0.78,0,0.028,False,0.0,0.78,10.39
2022-02-14,Copalis,47.10565,-124.1805,,11.54,16.86,0.36,-0.78,-0.09,2500.0,0.00577,0.542,2,1.06,3.78,0,0.057,False,1.98,3.78,5.7
2022-02-21,Copalis,47.10565,-124.1805,0.75,11.98,6.41,0.64,-0.43,-0.21,2500.0,0.00832,2.472,2,0.75,0.0,0,0.023,False,0.0,0.0,2.18
2022-02-28,Copalis,47.10565,-124.1805,,12.13,7.79,0.69,-0.88,0.35,2636.3,0.00531,2.716,2,0.75,4.05,0,0.061,False,1.19,4.05,9.33
2022-03-07,Copalis,47.10565,-124.1805,,12.09,-3.13,0.58,-0.61,0.26,7078.4,0.00948,2.998,3,0.75,0.5,0,0.026,False,0.0,0.5,3.09
2022-03-14,Copalis,47.10565,-124.1805,,12.2,2.21,0.37,-0.76,0.18,6821.0,0.00942,3.841,3,0.75,1.47,0,0.033,False,0.0,1.47,9.86
2022-03-21,Copalis,47.10565,-124.1805,,12.86,11.36,0.49,-0.65,0.02,8061.8,0.01637,4.564,3,0.75,4.73,0,0.071,False,3.2,4.73,7.67
2022-03-28,Copalis,47.10565,-124.1805,,13.18,3.67,0.64,-0.71,0.69,7602.4,0.01215,4.837,3,0.75,3.08,0,0.048,False,0.33,3.08,5.91
2022-04-04,Copalis,47.10565,-124.1805,12.82,12.48,14.03,0.54,-0.85,0.42,7565.5,0.01499,4.707,4,12.82,13.83,1,0.427,True,8.14,13.83,19.09
2022-04-11,Copalis,47.10565,-124.1805,,13.88,27.01,0.61,-0.47,0.3,7580.4,0.02708,4.841,4,12.82,8.27,1,0.157,True,1.2,8.27,13.87
2022-04-18,Copalis,47.10565,-124.1805,,13.58,6.64,0.23,-0.55,0.29,12119.4,0.0177,4.931,4,12.82,10.64,1,0.252,True,4.4,10.64,15.35
2022-04-25,Copalis,47.10565,-124.1805,,13.86,23.45,0.54,-1.07,-0.0,9864.5,0.01947,5.056,4,12.82,8.48,1,0.164,True,4.29,8.48,11.86
2022-05-02,Copalis,47.10565,-124.1805,,13.49,14.64,0.14,-0.36,-0.42,9788.5,0.01932,5.381,5,12.82,6.44,1,0.105,True,3.89,6.44,10.91
2022-05-09,Copalis,47.10565,-124.1805,,13.65,27.04,0.56,-0.39,0.5,9661.8,0.01903,5.619,5,12.82,8.58,1,0.167,True,5.34,8.58,13.75
2022-05-16,Copalis,47.10565,-124.1805,15.33,13.67,16.52,0.4,-0.64,0.19,13487.2,0.02291,5.176,5,15.33,15.51,1,0.532,True,9.18,15.51,21.45
2022-05-23,Copalis,47.10565,-124.1805,12.3,13.44,2.34,1.13,-0.74,0.03,12177.2,0.02042,5.217,5,12.3,13.6,1,0.413,True,7.74,13.6,22.08
2022-05-30,Copalis,47.10565,-124.1805,,13.98,28.93,0.4,-0.71,0.27,10403.1,0.02447,5.449,5,12.3,37.52,2,0.996,True,19.6,37.52,57.85
2022-06-06,Copalis,47.10565,-124.1805,,14.14,33.8,1.01,-0.54,0.06,12694.7,0.02117,5.74,6,12.3,7.36,1,0.129,True,3.83,7.36,10.43
2022-06-13,Copalis,47.10565,-124.1805,,13.52,7.82,0.88,-0.5,0.7,11585.3,0.02557,5.592,6,12.3,3.88,0,0.058,False,2.38,3.88,7.01
2022-06-20,Copalis,47.10565,-124.1805,,13.7,18.47,0.48,-0.54,0.32,12744.7,0.02745,5.152,6,12.3,25.02,2,0.924,True,9.08,25.02,39.08
2022-06-27,Copalis,47.10565,-124.1805,,13.26,-8.89,0.95,-0.5,1.3,14483.7,0.02057,5.182,6,12.3,6.93,1,0.117,True,4.47,6.93,11.48
2022-07-04,Copalis,47.10565,-124.1805,,12.99,-7.05,0.74,-0.73,0.06,13854.0,0.01997,5.331,7,12.3,8.19,1,0.154,True,1.41,8.19,12.45
2022-07-11,Copalis,47.10565,-124.1805,1.78,12.37,-7.05,0.66,-0.72,-0.06,9858.4,0.0203,5.4,7,1.78,1.42,0,0.032,False,0.0,1.42,3.02
2022-07-18,Copalis,47.10565,-124.1805,2.58,12.09,16.99,0.63,-0.2,0.03,13232.4,0.01781,5.021,7,2.58,3.65,0,0.055,False,1.38,3.65,7.63
2022-07-25,Copalis,47.10565,-124.1805,1.78,12.27,15.26,1.13,-0.67,0.83,13862.7,0.016,4.819,7,1.78,2.35,0,0.041,False,0.0,2.35,11.48
2022-08-01,Copalis,47.10565,-124.1805,1.82,12.44,6.14,0.48,-0.29,0.68,13526.8,0.01267,4.619,8,1.82,4.19,0,0.063,False,2.0,4.19,8.87
2022-08-08,Copalis,47.10565,-124.1805,,11.26,-13.1,0.62,-0.45,-0.51,12655.5,0.01914,4.313,8,1.82,1.61,0,0.034,False,0.0,1.61,2.34
2022-08-15,Copalis,47.10565,-124.1805,,11.04,-25.0,0.76,-0.29,0.97,11397.0,0.01331,3.927,8,1.82,2.52,0,0.042,False,1.11,2.52,5.16
2022-08-22,Copalis,47.10565,-124.1805,0.44,11.06,-7.17,0.49,-0.67,0.11,12257.2,0.00814,3.628,8,0.44,3.59,0,0.055,False,1.92,3.59,11.37
2022-08-29,Copalis,47.10565,-124.1805,1.35,10.06,0.1,0.96,-0.58,0.41,12049.7,0.01367,1.86,8,1.35,1.62,0,0.034,False,0.0,1.62,2.42
2022-09-05,Copalis,47.10565,-124.1805,,10.17,-4.07,0.33,-0.17,0.16,11319.8,0.00629,0.971,9,1.35,0.0,0,0.023,False,0.0,0.0,13.5
2022-09-12,Copalis,47.10565,-124.1805,,9.92,-9.53,0.84,-0.42,0.41,9729.0,0.00735,1.964,9,1.35,1.48,0,0.033,False,0.0,1.48,10.87
2022-09-19,Copalis,47.10565,-124.1805,0.37,9.83,4.79,1.22,-0.67,0.21,9838.7,0.00716,1.967,9,0.37,0.0,0,0.023,False,0.0,0.0,0.24
2022-09-26,Copalis,47.10565,-124.1805,0.61,9.58,-20.02,0.71,-0.26,0.41,8773.0,0.01135,1.316,9,0.61,3.92,0,0.059,False,1.99,3.92,13.29
2022-10-03,Copalis,47.10565,-124.1805,,9.49,-19.21,0.68,-0.37,-0.12,8550.2,0.00821,1.756,10,0.61,4.34,0,0.065,False,2.82,4.34,7.08
2022-10-10,Copalis,47.10565,-124.1805,,9.6,-19.4,1.19,-0.33,0.3,9878.5,0.0124,1.0,10,0.61,2.45,0,0.042,False,1.61,2.45,8.8
2022-10-17,Copalis,47.10565,-124.1805,,9.09,-10.71,0.44,-0.56,0.3,8497.6,0.00549,2.356,10,0.61,1.97,0,0.037,False,0.92,1.97,4.2
2022-10-24,Copalis,47.10565,-124.1805,0.89,9.02,-11.28,0.27,-0.41,0.03,8243.5,0.00553,2.22,10,0.89,0.0,0,0.023,False,0.0,0.0,1.74
2022-10-31,Copalis,47.10565,-124.1805,,8.7,-10.23,0.64,-0.42,0.98,6717.6,0.00613,2.904,10,0.89,1.06,0,0.03,False,0.57,1.06,4.4
2022-11-07,Copalis,47.10565,-124.1805,,8.59,-18.92,0.78,-0.38,0.22,5094.0,0.00546,1.944,11,0.89,0.0,0,0.023,False,0.0,0.0,4.47
2022-11-14,Copalis,47.10565,-124.1805,,8.84,-4.75,0.52,-0.43,0.36,3946.0,0.00618,0.543,11,0.89,2.06,0,0.038,False,1.36,2.06,2.8
2022-11-21,Copalis,47.10565,-124.1805,,9.14,-24.78,0.52,-0.16,-0.19,3643.1,0.0051,2.45,11,0.89,1.29,0,0.031,False,0.0,1.29,4.38
2022-11-28,Copalis,47.10565,-124.1805,1.38,8.57,-6.59,0.53,-0.34,-0.17,4461.9,0.00678,3.044,11,1.38,0.84,0,0.028,False,0.11,0.84,1.72
2022-12-05,Copalis,47.10565,-124.1805,,8.86,-13.05,0.52,-0.4,0.49,3215.0,0.00604,2.71,12,1.38,0.05,0,0.023,False,0.0,0.05,1.34
2022-12-12,Copalis,47.10565,-124.1805,,9.4,-15.42,0.59,-0.48,0.37,2591.1,0.00733,1.327,12,1.38,2.07,0,0.038,False,0.43,2.07,3.99
2022-12-19,Copalis,47.10565,-124.1805,1.49,8.97,-18.47,0.65,-0.16,0.22,3062.4,0.00975,2.276,12,1.49,4.53,0,0.068,False,2.53,4.53,7.88
2022-12-26,Copalis,47.10565,-124.1805,,9.57,0.81,0.41,-0.31,0.43,7170.7,0.00669,1.902,12,1.49,0.18,0,0.024,False,0.0,0.18,1.45
2022-01-03,Gold Beach,42.377222,-124.414167,,9.37,-8.19,-0.0,-0.95,-0.12,2573.2,0.00601,3.204,1,0.0,3.37,0,0.052,False,1.59,3.37,4.77
2022-01-10,Gold Beach,42.377222,-124.414167,,8.92,-1.64,-0.18,-0.88,-0.2,5513.4,0.01861,1.684,1,0.0,0.0,0,0.023,False,0.0,0.0,0.47
2022-01-17,Gold Beach,42.377222,-124.414167,,9.62,-0.49,0.74,-0.75,-0.03,2500.0,0.00614,1.473,1,0.0,0.0,0,0.023,False,0.0,0.0,0.1
2022-01-24,Gold Beach,42.377222,-124.414167,,9.72,-13.53,0.8,-0.82,0.12,5554.7,0.00622,2.765,1,0.0,4.36,0,0.065,False,0.0,4.36,7.66
2022-01-31,Gold Beach,42.377222,-124.414167,,9.95,-3.78,0.37,-0.49,0.33,3390.9,0.01512,2.872,1,0.0,0.26,0,0.024,False,0.0,0.26,9.6
2022-02-07,Gold Beach,42.377222,-124.414167,0.94,10.61,2.24,0.85,-0.99,-0.19,2500.0,0.00774,1.273,2,0.94,0.0,0,0.023,False,0.0,0.0,0.37
2022-02-14,Gold Beach,42.377222,-124.414167,,10.98,-7.98,0.61,-0.79,-0.01,4237.4,0.01219,0.593,2,0.94,3.94,0,0.059,False,0.83,3.94,13.96
2022-02-21,Gold Beach,42.377222,-124.414167,,11.12,6.27,0.25,-0.75,-0.51,6048.3,0.01081,1.145,2,0.94,2.19,0,0.039,False,0.83,2.19,6.83
2022-02-28,Gold Beach,42.377222,-124.414167,,11.06,-1.19,0.74,-0.75,-0.1,4162.5,0.00714,3.182,2,0.94,3.8,0,0.057,False,0.0,3.8,8.05
2022-03-07,Gold Beach,42.377222,-124.414167,,11.31,-6.21,0.35,-0.82,0.18,4720.1,0.00746,2.45,3,0.94,0.21,0,0.024,False,0.0,0.21,3.38
2022-03-14,Gold Beach,42.377222,-124.414167,1.68,11.92,9.58,0.4,-0.82,-0.18,4947.3,0.00976,3.912,3,1.68,4.76,0,0.072,False,1.33,4.76,11.55
2022-03-21,Gold Beach,42.377222,-124.414167,,12.17,-1.78,0.48,-0.7,0.87,4650.2,0.01366,3.949,3,1.68,1.09,0,0.03,False,0.59,1.09,1.76
2022-03-28,Gold Beach,42.377222,-124.414167,,11.72,9.83,0.63,-0.47,0.63,6016.1,0.01778,4.261,3,1.68,2.33,0,0.04,False,0.0,2.33,5.16
2022-04-04,Gold Beach,42.377222,-124.414167,,12.47,30.09,0.6,-0.7,0.05,9133.0,0.01562,4.471,4,1.68,4.61,0,0.069,False,1.14,4.61,9.67
2022-04-11,Gold Beach,42.377222,-124.414167,,12.3,24.35,1.1,-0.87,-0.13,7880.9,0.01749,4.218,4,1.68,5.94,1,0.094,False,3.65,5.94,10.53
2022-04-18,Gold Beach,42.377222,-124.414167,,12.92,-0.51,0.55,-0.56,-0.2,4888.7,0.01654,4.327,4,1.68,5.63,1,0.088,False,3.57,5.63,12.82
2022-04-25,Gold Beach,42.377222,-124.414167,2.6,13.53,24.57,0.64,-0.58,0.09,9442.9,0.01779,5.039,4,2.6,7.03,1,0.12,True,4.14,7.03,9.58
2022-05-02,Gold Beach,42.377222,-124.414167,,12.86,7.39,0.95,-0.76,0.04,8931.2,0.02024,5.173,5,2.6,2.0,0,0.037,False,0.0,2.0,6.14
2022-05-09,Gold Beach,42.377222,-124.414167,,13.28,30.1,0.57,-0.66,0.22,10571.7,0.01941,4.975,5,2.6,8.18,1,0.154,True,4.99,8.18,13.22
2022-05-16,Gold Beach,42.377222,-124.414167,1.34,13.05,-5.31,1.37,-0.58,0.35,12896.1,0.0226,4.658,5,1.34,4.03,0,0.061,False,1.84,4.03,6.74
2022-05-23,Gold Beach,42.377222,-124.414167,2.66,13.46,13.53,1.0,-0.64,-0.34,6691.4,0.02023,5.195,5,2.66,7.13,1,0.123,True,4.72,7.13,10.74
2022-05-30,Gold Beach,42.377222,-124.414167,2.23,13.41,21.5,0.86,-0.79,0.34,10991.9,0.0205,4.71,5,2.23,8.96,1,0.181,True,5.16,8.96,14.91
2022-06-06,Gold Beach,42.377222,-124.414167,,13.09,-3.02,1.04,-0.33,0.08,13981.3,0.02427,4.858,6,2.23,10.27,1,0.235,True,5.46,10.27,20.46
2022-06-13,Gold Beach,42.377222,-124.414167,,12.71,8.1,0.57,-0.57,0.68,9845.7,0.02506,4.613,6,2.23,6.76,1,0.113,True,0.0,6.76,11.04
2022-06-20,Gold Beach,42.377222,-124.414167,2.28,12.29,17.91,0.94,-0.66,1.02,11772.0,0.02665,4.787,6,2.28,3.57,0,0.054,False,1.35,3.57,9.92
2022-06-27,Gold Beach,42.377222,-124.414167,,12.74,28.86,1.11,-0.59,0.24,9040.2,0.01866,4.656,6,2.28,10.8,1,0.259,True,4.49,10.8,16.09
2022-07-04,Gold Beach,42.377222,-124.414167,,12.31,-7.34,0.98,-0.54,0.99,14638.5,0.01794,5.33,7,2.28,7.64,1,0.137,True,3.91,7.64,10.51
2022-07-11,Gold Beach,42.377222,-124.414167,1.58,11.86,13.0,1.42,-0.74,0.43,13347.0,0.0263,5.086,7,1.58,4.87,0,0.074,False,3.24,4.87,6.62
2022-07-18,Gold Beach,42.377222,-124.414167,,12.31,9.49,1.33,-0.77,0.96,14473.9,0.01537,4.912,7,1.58,6.48,1,0.106,True,3.79,6.48,8.77
2022-07-25,Gold Beach,42.377222,-124.414167,,11.97,-5.28,0.78,-0.72,0.31,10621.9,0.01462,4.321,7,1.58,7.52,1,0.134,True,3.73,7.52,11.46
2022-08-01,Gold Beach,42.377222,-124.414167,,11.29,-23.88,1.14,-0.26,0.97,7345.3,0.01288,4.504,8,1.58,1.87,0,0.036,False,0.0,1.87,3.68
2022-08-08,Gold Beach,42.377222,-124.414167,4.21,10.69,-5.18,0.48,-0.55,-0.04,10159.0,0.01212,4.229,8,4.21,2.73,0,0.044,False,0.0,2.73,7.38
2022-08-15,Gold Beach,42.377222,-124.414167,,11.03,14.43,0.85,-0.53,0.12,11517.8,0.01003,4.045,8,4.21,4.76,0,0.072,False,2.84,4.76,10.36
2022-08-22,Gold Beach,42.377222,-124.414167,,10.33,-5.64,0.58,-0.56,-0.58,12529.4,0.00911,3.114,8,4.21,1.0,0,0.029,False,0.32,1.0,1.46
2022-08-29,Gold Beach,42.377222,-124.414167,,9.54,-4.9,0.78,-0.59,0.26,11491.3,0.01041,3.242,8,4.21,5.51,1,0.085,False,3.39,5.51,8.05
2022-09-05,Gold Beach,42.377222,-124.414167,0.72,9.66,5.17,0.5,-0.62,0.02,8975.7,0.00699,1.582,9,0.72,1.41,0,0.032,False,0.0,1.41,2.8
2022-09-12,Gold Beach,42.377222,-124.414167,0.32,9.4,-4.29,0.78,-0.57,0.83,13204.5,0.00517,2.374,9,0.32,1.8,0,0.036,False,0.0,1.8,4.73
2022-09-19,Gold Beach,42.377222,-124.414167,0.75,9.14,-9.67,0.69,-0.66,0.26,7878.4,0.00636,0.868,9,0.75,0.0,0,0.023,False,0.0,0.0,0.47
2022-09-26,Gold Beach,42.377222,-124.414167,0.22,9.31,-17.81,0.1,-0.47,-0.19,8872.7,0.01863,2.454,9,0.22,0.0,0,0.023,False,0.0,0.0,0.43
2022-10-03,Gold Beach,42.377222,-124.414167,0.26,9.37,-14.63,0.86,-0.63,0.47,6604.0,0.00573,3.385,10,0.26,0.0,0,0.023,False,0.0,0.0,8.64
2022-10-10,Gold Beach,42.377222,-124.414167,,8.87,-24.25,0.84,-0.48,0.97,6674.2,0.00702,1.415,10,0.26,0.0,0,0.023,False,0.0,0.0,4.89
2022-10-17,Gold Beach,42.377222,-124.414167,,8.37,-15.43,1.54,-0.52,0.82,6382.2,0.01758,1.162,10,0.26,0.0,0,0.023,False,0.0,0.0,0.6
2022-10-24,Gold Beach,42.377222,-124.414167,0.11,8.31,-5.36,0.55,-0.83,-0.3,7257.7,0.01194,2.401,10,0.11,0.0,0,0.023,False,0.0,0.0,1.57
2022-10-31,Gold Beach,42.377222,-124.414167,1.23,7.51,-9.53,0.31,-0.44,-0.37,5793.6,0.01805,2.536,10,1.23,4.28,0,0.064,False,2.87,4.28,6.96
2022-11-07,Gold Beach,42.377222,-124.414167,,8.74,-22.45,0.0,-0.42,0.13,6643.3,0.00586,2.544,11,1.23,0.04,0,0.023,False,0.0,0.04,4.75
2022-11-14,Gold Beach,42.377222,-124.414167,,8.26,-24.12,0.06,-0.77,0.31,4313.4,0.00699,1.534,11,1.23,3.33,0,0.051,False,0.0,3.33,6.52
2022-11-21,Gold Beach,42.377222,-124.414167,,7.9,-1.43,0.21,-0.82,-0.23,4267.7,0.00611,2.482,11,1.23,0.0,0,0.023,False,0.0,0.0,0.41
2022-11-28,Gold Beach,42.377222,-124.414167,,8.02,-18.84,0.25,-0.5,-0.15,4549.1,0.00543,1.639,11,1.23,0.0,0,0.023,False,0.0,0.0,4.03
2022-12-05,Gold Beach,42.377222,-124.414167,,8.34,-20.45,-0.08,-0.5,0.36,4280.6,0.02545,1.822,12,1.23,0.0,0,0.023,False,0.0,0.0,1.52
2022-12-12,Gold Beach,42.377222,-124.414167,,8.36,-5.48,-0.03,-0.65,0.17,5069.8,0.00786,2.892,12,1.23,2.26,0,0.04,False,0.87,2.26,3.88
2022-12-19,Gold Beach,42.377222,-124.414167,,9.21,-10.21,-0.24,-0.52,-0.17,2500.0,0.00706,2.514,12,1.23,0.86,0,0.028,False,0.0,0.86,2.53
2022-12-26,Gold Beach,42.377222,-124.414167,,8.69,-15.65,0.57,-0.69,0.49,2500.0,0.00735,0.849,12,1.23,0.0,0,0.023,False,0.0,0.0,2.07
2022-01-03,Kalaloch,47.58597,-124.37914,,9.93,-7.83,0.49,-0.57,0.1,2673.3,0.00518,2.321,1,0.0,0.0,0,0.023,False,0.0,0.0,1.26
2022-01-10,Kalaloch,47.58597,-124.37914,,9.85,-9.26,0.16,-0.93,-0.98,4426.7,0.00603,0.917,1,0.0,0.0,0,0.023,False,0.0,0.0,0.83
2022-01-17,Kalaloch,47.58597,-124.37914,,10.3,-14.73,0.2,-0.77,-0.38,3613.9,0.0052,3.547,1,0.0,0.0,0,0.023,False,0.0,0.0,1.52
2022-01-24,Kalaloch,47.58597,-124.37914,,10.25,-2.84,0.23,-0.78,0.0,3755.3,0.00826,2.121,1,0.0,1.58,0,0.034,False,0.48,1.58,2.12
2022-01-31,Kalaloch,47.58597,-124.37914,0.72,11.06,1.63,0.38,-0.81,-0.44,2500.0,0.01029,1.458,1,0.72,0.48,0,0.026,False,0.0,0.48,5.07
2022-02-07,Kalaloch,47.58597,-124.37914,,11.31,9.16,0.72,-0.65,0.2,2685.3,0.00537,2.376,2,0.72,1.24,0,0.031,False,0.26,1.24,2.18
2022-02-14,Kalaloch,47.58597,-124.37914,1.07,11.68,14.68,0.46,-0.6,0.33,2974.6,0.00929,2.756,2,1.07,2.27,0,0.04,False,0.0,2.27,3.11
2022-02-21,Kalaloch,47.58597,-124.37914,,11.31,13.89,0.78,-0.74,0.1,2500.0,0.00923,0.588,2,1.07,1.95,0,0.037,False,0.75,1.95,5.73
2022-02-28,Kalaloch,47.58597,-124.37914,,12.31,9.81,0.37,-0.66,0.19,6209.8,0.00994,1.574,2,1.07,3.12,0,0.049,False,1.92,3.12,8.56
2022-03-07,Kalaloch,47.58597,-124.37914,,11.53,11.62,0.44,-0.77,0.36,4988.7,0.00772,2.842,3,1.07,6.73,1,0.112,True,3.75,6.73,13.99
2022-03-14,Kalaloch,47.58597,-124.37914,0.5,12.59,-4.76,0.26,-0.87,0.15,5109.9,0.01042,3.34,3,0.5,0.0,0,0.023,False,0.0,0.0,2.04
2022-03-21,Kalaloch,47.58597,-124.37914,,12.96,11.31,0.84,-0.89,0.03,7472.1,0.01397,3.897,3,0.5,5.27,1,0.081,False,3.18,5.27,7.66
2022-03-28,Kalaloch,47.58597,-124.37914,,12.79,6.92,0.66,-0.78,-0.36,6993.2,0.01483,4.079,3,0.5,4.98,0,0.076,False,1.96,4.98,10.59
2022-04-04,Kalaloch,47.58597,-124.37914,2.2,13.2,19.06,0.97,-0.62,0.93,11293.2,0.01412,4.248,4,2.2,5.26,1,0.081,False,2.71,5.26,10.57
2022-04-11,Kalaloch,47.58597,-124.37914,,13.65,17.24,0.75,-0.64,0.03,8434.4,0.01526,5.031,4,2.2,12.27,1,0.336,True,7.82,12.27,17.46
2022-04-18,Kalaloch,47.58597,-124.37914,2.52,14.21,19.8,0.34,-0.59,-0.26,9867.0,0.01721,4.94,4,2.52,5.18,1,0.079,False,2.51,5.18,13.86
2022-04-25,Kalaloch,47.58597,-124.37914,1.57,13.36,6.23,0.98,-0.71,0.87,10083.7,0.01927,4.893,4,1.57,5.34,1,0.082,False,1.8,5.34,7.4
2022-05-02,Kalaloch,47.58597,-124.37914,2.34,13.54,20.55,0.66,-0.56,0.45,9739.4,0.02808,5.247,5,2.34,5.63,1,0.088,False,2.72,5.63,19.63
2022-05-09,Kalaloch,47.58597,-124.37914,,14.13,15.95,0.93,-0.4,0.47,9180.3,0.03274,4.782,5,2.34,8.37,1,0.16,True,2.47,8.37,17.09
2022-05-16,Kalaloch,47.58597,-124.37914,1.7,13.52,3.39,0.91,-0.58,0.57,16683.1,0.02429,5.121,5,1.7,7.68,1,0.138,True,4.61,7.68,13.73
2022-05-23,Kalaloch,47.58597,-124.37914,1.54,13.97,3.72,0.76,-0.73,-0.41,11908.2,0.02253,4.798,5,1.54,3.67,0,0.056,False,2.37,3.67,13.21
2022-05-30,Kalaloch,47.58597,-124.37914,,13.65,21.35,0.56,-0.61,0.24,10814.1,0.02233,5.146,5,1.54,2.76,0,0.045,False,0.0,2.76,7.46
2022-06-06,Kalaloch,47.58597,-124.37914,,13.65,-7.75,0.55,-0.38,0.09,11679.1,0.02079,5.076,6,1.54,10.91,1,0.265,True,6.41,10.91,15.34
2022-06-13,Kalaloch,47.58597,-124.37914,,14.29,23.41,0.34,-0.7,0.64,11398.4,0.01968,4.821,6,1.54,22.86,2,0.877,True,12.44,22.86,33.75
2022-06-20,Kalaloch,47.58597,-124.37914,,13.23,9.13,-0.18,-0.77,-0.17,10827.6,0.02067,5.07,6,1.54,17.45,1,0.649,True,8.53,17.45,24.23
2022-06-27,Kalaloch,47.58597,-124.37914,2.34,13.67,8.51,0.5,-0.54,0.28,11970.2,0.01852,4.997,6,2.34,6.19,1,0.1,True,3.58,6.19,9.7
2022-07-04,Kalaloch,47.58597,-124.37914,,13.31,7.64,0.93,-0.62,0.18,13282.5,0.01869,5.188,7,2.34,8.33,1,0.159,True,3.64,8.33,15.19
2022-07-11,Kalaloch,47.58597,-124.37914,2.56,13.14,8.58,1.04,-0.5,0.09,12159.3,0.02062,5.046,7,2.56,4.03,0,0.061,False,2.53,4.03,6.78
2022-07-18,Kalaloch,47.58597,-124.37914,12.08,13.08,-1.26,0.67,-0.55,0.27,14352.0,0.02047,4.562,7,12.08,8.17,1,0.153,True,4.91,8.17,12.11
2022-07-25,Kalaloch,47.58597,-124.37914,1.36,12.44,0.33,0.82,-0.49,0.0,15978.3,0.01486,4.422,7,1.36,5.27,1,0.081,False,3.33,5.27,9.69
2022-08-01,Kalaloch,47.58597,-124.37914,,11.85,-0.22,0.16,-0.3,-0.06,13859.3,0.01267,4.145,8,1.36,9.91,1,0.219,True,4.01,9.91,19.48
2022-08-08,Kalaloch,47.58597,-124.37914,4.59,11.62,0.28,0.34,-0.77,-0.15,12079.9,0.01517,4.123,8,4.59,8.17,1,0.153,True,5.05,8.17,11.06
2022-08-15,Kalaloch,47.58597,-124.37914,1.62,11.25,-4.14,1.15,-0.44,0.66,12216.0,0.01036,3.613,8,1.62,0.0,0,0.023,False,0.0,0.0,1.46
2022-08-22,Kalaloch,47.58597,-124.37914,1.2,11.18,3.02,0.9,-0.54,1.27,12315.5,0.01076,3.132,8,1.2,0.0,0,0.023,False,0.0,0.0,0.52
2022-08-29,Kalaloch,47.58597,-124.37914,0.99,10.83,0.84,0.31,-0.42,0.06,9243.2,0.0067,0.593,8,0.99,4.06,0,0.061,False,1.64,4.06,8.92
2022-09-05,Kalaloch,47.58597,-124.37914,,10.86,-13.22,0.46,-0.46,-0.34,13545.1,0.0131,0.38,9,0.99,1.61,0,0.034,False,0.0,1.61,2.44
