channel,date,path,status,message
chla,2010-06-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100619.nc,OK,ok
chla,2010-06-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100620.nc,OK,ok
chla,2010-06-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100621.nc,OK,ok
chla,2010-06-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100622.nc,OK,ok
chla,2010-06-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100623.nc,OK,ok
chla,2010-06-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100625.nc,OK,ok
chla,2010-06-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100624.nc,OK,ok
chla,2010-06-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100626.nc,OK,ok
chla,2010-06-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100627.nc,OK,ok
chla,2010-06-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100628.nc,OK,ok
chla,2010-06-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100629.nc,OK,ok
chla,2010-06-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100630.nc,OK,ok
chla,2010-07-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100701.nc,OK,ok
chla,2010-07-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100703.nc,OK,ok
chla,2010-07-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100702.nc,OK,ok
chla,2010-07-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100705.nc,OK,ok
chla,2010-07-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100704.nc,OK,ok
chla,2010-07-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100707.nc,OK,ok
chla,2010-07-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100706.nc,OK,ok
chla,2010-07-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100708.nc,OK,ok
chla,2010-07-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100709.nc,OK,ok
chla,2010-07-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100710.nc,OK,ok
chla,2010-07-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100711.nc,OK,ok
chla,2010-07-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100712.nc,OK,ok
chla,2010-07-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100713.nc,OK,ok
chla,2010-07-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100714.nc,OK,ok
chla,2010-07-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100715.nc,OK,ok
chla,2010-07-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100716.nc,OK,ok
chla,2010-07-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100717.nc,OK,ok
chla,2010-07-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100719.nc,OK,ok
chla,2010-07-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100718.nc,OK,ok
chla,2010-07-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100720.nc,OK,ok
chla,2010-07-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100721.nc,OK,ok
chla,2010-07-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100722.nc,OK,ok
chla,2010-07-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100723.nc,OK,ok
chla,2010-07-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100724.nc,OK,ok
chla,2010-07-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100725.nc,OK,ok
chla,2010-07-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100727.nc,OK,ok
chla,2010-07-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100726.nc,OK,ok
chla,2010-07-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100729.nc,OK,ok
chla,2010-07-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100728.nc,OK,ok
chla,2010-07-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100730.nc,OK,ok
chla,2010-07-31,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100731.nc,OK,ok
chla,2010-08-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100802.nc,OK,ok
chla,2010-08-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100801.nc,OK,ok
chla,2010-08-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100804.nc,OK,ok
chla,2010-08-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100803.nc,OK,ok
chla,2010-08-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100806.nc,OK,ok
chla,2010-08-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100805.nc,OK,ok
chla,2010-08-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100807.nc,OK,ok
chla,2010-08-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100808.nc,OK,ok
chla,2010-08-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100811.nc,OK,ok
chla,2010-08-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100810.nc,OK,ok
chla,2010-08-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100812.nc,OK,ok
chla,2010-08-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100813.nc,OK,ok
chla,2010-08-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100814.nc,OK,ok
chla,2010-08-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100815.nc,OK,ok
chla,2010-08-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100816.nc,OK,ok
chla,2010-08-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100809.nc,OK,ok
chla,2010-08-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100817.nc,OK,ok
chla,2010-08-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100818.nc,OK,ok
chla,2010-08-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100819.nc,OK,ok
chla,2010-08-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100820.nc,OK,ok
chla,2010-08-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100821.nc,OK,ok
chla,2010-08-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100822.nc,OK,ok
chla,2010-08-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100823.nc,OK,ok
chla,2010-08-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100824.nc,OK,ok
chla,2010-08-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100825.nc,OK,ok
chla,2010-08-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100826.nc,OK,ok
chla,2010-08-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100827.nc,OK,ok
chla,2010-08-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100828.nc,OK,ok
chla,2010-08-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100829.nc,OK,ok
chla,2010-08-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100830.nc,OK,ok
chla,2010-08-31,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100831.nc,OK,ok
chla,2010-09-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100901.nc,OK,ok
chla,2010-09-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100902.nc,OK,ok
chla,2010-09-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100903.nc,OK,ok
chla,2010-09-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100904.nc,OK,ok
chla,2010-09-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100905.nc,OK,ok
chla,2010-09-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100906.nc,OK,ok
chla,2010-09-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100907.nc,OK,ok
chla,2010-09-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100908.nc,OK,ok
chla,2010-09-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100909.nc,OK,ok
chla,2010-09-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100910.nc,OK,ok
chla,2010-09-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100911.nc,OK,ok
chla,2010-09-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100912.nc,OK,ok
chla,2010-09-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100913.nc,OK,ok
chla,2010-09-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100914.nc,OK,ok
chla,2010-09-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100915.nc,OK,ok
chla,2010-09-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100916.nc,OK,ok
chla,2010-09-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100917.nc,OK,ok
chla,2010-09-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100918.nc,OK,ok
chla,2010-09-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100919.nc,OK,ok
chla,2010-09-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100920.nc,OK,ok
chla,2010-09-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100921.nc,OK,ok
chla,2010-09-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100922.nc,OK,ok
chla,2010-09-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100923.nc,OK,ok
chla,2010-09-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100924.nc,OK,ok
chla,2010-09-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100925.nc,OK,ok
chla,2010-09-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100926.nc,OK,ok
chla,2010-09-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100927.nc,OK,ok
chla,2010-09-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100928.nc,OK,ok
chla,2010-09-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100929.nc,OK,ok
chla,2010-09-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20100930.nc,OK,ok
chla,2010-10-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101002.nc,OK,ok
chla,2010-10-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101001.nc,OK,ok
chla,2010-10-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101003.nc,OK,ok
chla,2010-10-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101004.nc,OK,ok
chla,2010-10-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101005.nc,OK,ok
chla,2010-10-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101006.nc,OK,ok
chla,2010-10-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101007.nc,OK,ok
chla,2010-10-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101008.nc,OK,ok
chla,2010-10-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101009.nc,OK,ok
chla,2010-10-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101010.nc,OK,ok
chla,2010-10-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101012.nc,OK,ok
chla,2010-10-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101011.nc,OK,ok
chla,2010-10-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101013.nc,OK,ok
chla,2010-10-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101014.nc,OK,ok
chla,2010-10-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101015.nc,OK,ok
chla,2010-10-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101016.nc,OK,ok
chla,2010-10-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101018.nc,OK,ok
chla,2010-10-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101017.nc,OK,ok
chla,2010-10-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101019.nc,OK,ok
chla,2010-10-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101020.nc,OK,ok
chla,2010-10-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101021.nc,OK,ok
chla,2010-10-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101022.nc,OK,ok
chla,2010-10-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101023.nc,OK,ok
chla,2010-10-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101024.nc,OK,ok
chla,2010-10-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101026.nc,OK,ok
chla,2010-10-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101025.nc,OK,ok
chla,2010-10-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101028.nc,OK,ok
chla,2010-10-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101027.nc,OK,ok
chla,2010-10-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101029.nc,OK,ok
chla,2010-10-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101030.nc,OK,ok
chla,2010-11-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101101.nc,OK,ok
chla,2010-10-31,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101031.nc,OK,ok
chla,2010-11-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101103.nc,OK,ok
chla,2010-11-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101102.nc,OK,ok
chla,2010-11-04,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101104.nc,OK,ok
chla,2010-11-05,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101105.nc,OK,ok
chla,2010-11-06,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101106.nc,OK,ok
chla,2010-11-07,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101107.nc,OK,ok
chla,2010-11-08,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101108.nc,OK,ok
chla,2010-11-09,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101109.nc,OK,ok
chla,2010-11-10,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101110.nc,OK,ok
chla,2010-11-11,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101111.nc,OK,ok
chla,2010-11-12,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101112.nc,OK,ok
chla,2010-11-13,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101113.nc,OK,ok
chla,2010-11-15,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101115.nc,OK,ok
chla,2010-11-14,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101114.nc,OK,ok
chla,2010-11-16,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101116.nc,OK,ok
chla,2010-11-17,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101117.nc,OK,ok
chla,2010-11-18,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101118.nc,OK,ok
chla,2010-11-19,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101119.nc,OK,ok
chla,2010-11-20,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101120.nc,OK,ok
chla,2010-11-21,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101121.nc,OK,ok
chla,2010-11-23,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101123.nc,OK,ok
chla,2010-11-22,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101122.nc,OK,ok
chla,2010-11-24,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101124.nc,OK,ok
chla,2010-11-25,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101125.nc,OK,ok
chla,2010-11-26,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101126.nc,OK,ok
chla,2010-11-27,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101127.nc,OK,ok
chla,2010-11-28,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101128.nc,OK,ok
chla,2010-11-29,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101129.nc,OK,ok
chla,2010-11-30,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101130.nc,OK,ok
chla,2010-12-01,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101201.nc,OK,ok
chla,2010-12-03,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101203.nc,OK,ok
chla,2010-12-02,/Users/ansonchen/Downloads/GitHub/DATect-Forecasting-Domoic-Acid/ocean anomaly detection/data/raw/chla/chla_20101202.nc,OK,ok
